10.0|#|Image quality is outstanding coupled with discrete handling which makes this the ideal street photographer's tool.|#|None.
10.0|#|Easy to use, great images|#|None really
8.0|#|love the camera need more practice with it but like it.|#|
10.0|#|Does exactly what it should.  Feels very solid and well made - it really does feel like a DSLR in a smaller size, but the quality seems to be better than an entry level DSLR.|#|Honestly, you have to decide.  You don't want to buy this if you don't know what you're doing, it's a serious bit of kit but good value if it's what you want.
7.0|#|very good light and colour images|#|lens too big (zoom 12-50 mmm from kit)
9.0|#|Image quality, live bulb, button layout and functionality, lot's of customizing options, great image stabilization, touch screen|#|bad grip, default settings aren't optimal, screen resolution could be better
10.0|#|Great features (including interchangeable lenses) in relatively small camera.|#|
9.0|#|Electronicc Viewfinder|#|takes a while to master the control
9.0|#|Lightweight for such a powerful SLR.|#|Spare BLN1 batteries rather scarce and expensive.
10.0|#|Choice of excellent quality lenses|#|none
10.0|#|good stabilisation|#|position of video button
10.0|#|Build quality, full features and highly configurable. Picture quality is outstanding.|#|Aimed at the seasoned photographer, as requires an undertanding of photograph terms to get full use.
9.0|#|Good build quality, robust (except the flash mounting). Very handy, good volume and weight for transport. Easy to manage. Micro 4/e format also allows smaller objectives (less volume/weight), and smaller price for the equivalent objective|#|Not yet a wide offer of objectives, specially from independent manufacturers.
9.0|#|Image quality|#|
9.0|#|Image quality beats APS-C. Small size and light weight body. Mostly metal build. Water resistant. EVF. Touch screen. Twin dials. Water resistant, decent quality, versatile kit lens (24-100mm equivalent) with power zoom and dedicated macro.|#|Could have higher resolution LCD and EVF. Could have built-in WiFi. Could have a better hand grip.
10.0|#|Exceptional image quality, well weather sealed, compact, highly configurable functions, and with an £8 converter will take old manual Olympus lenses.|#|Not the most intuitive menu system; but you'll get used to it.  Features are so many, some you may never come across.
10.0|#|so easy to change settings quickly. The tilt screen is a really handy feature. View finder is brilliant. Recording movies are so smooth hand held. Auto focus is so quick.|#|It doesn't have the best grip.
9.0|#|A perfect device and a superior quality of photos in of numerous reflex!!!|#|Nothing
9.0|#|Great image quality, well  made,  looks like a vintage camera, I love it.|#|Little difficult to use it
10.0|#||#|None so far
8.0|#|Ideal lens selection would be the oly 12mm, 35 mm f1.8 , 45mm f1.8 and the Panasonic 50mm f1.4 . The 75 mm is one of tge best lens  but a bit expensiveat the mmoment.|#|Battery life could have been better but you hsve the option to buy the battery grip which is a must if you are come from Dslr .
8.0|#|Great size for carrying with you and can do anything you want it to virtually. I'm not an professional photographer, probably didn't need to spend what I did but happy I did.|#|Quite complicated to understand, loads of menus and options to get your head round. 12-50 mm lens needs a hood which you have to buy as an extra.
10.0|#|Very good all round quality camera|#|.Steep set up learning curve - not at all intuitive
10.0|#|It offers a good range of lenses too. The 45mm1.8 is a peach|#|None only some one looking for negative issues would find them
8.0|#|Once you have mastered the somewhat complicated menu system, this camera is pure joy.|#|Difficult to grip when taking portrait shots, probably should consider investing in the battery grip.
9.0|#|Great images easily with auto mode, and so much more to discover.  Menus and dials all customisable so you can truly have a camera that works the way you want.|#|It is expensive, but once you have it in your hands you will love it.
9.0|#|Very high quality, solid finish to the EM-5 - it feels like a camera that's built to last. Coupled with the extremely high image quality, in body image stabilisation and a great looking camera, what isn't there to like?|#|Tough to criticise, but would have been nice for olympus to make more of the touchscreen. Panorama is a little poor too, as requires PC to stitch photos together. Hopefully these will both be sorted in time through firmware updates.
8.0|#|the monitor screen is great.|#|Minefield of controls - I've downloaded the full manual but still struggling to get to grips with it all.
7.0|#|- Reactive device in mode photo|#|- Not integrated flash
9.0|#|Features, build quality, clarity and sharpness of viewing screen, ease of use plus the number, range and variety of options provided for picture taking creativity.|#|None
8.0|#|Full manual option and adjustment without having to plough through menus.|#|Complexity means it is going to take some time to find my way through non manual modes. Menu system not intuitive.
9.0|#|Splash resistence|#|person
10.0|#|Excellent build quality|#|Takes a while to get to grips with the menu system.
8.0|#|Well built and versatile.  Many useful features.  Not heavy but strong|#|Buttons very small.  Difficult to see and not suited for clumsy fingers.
9.0|#|Compact, in camera stabilization, quality lens|#|None worth reporting
9.0|#|responsive and durable, compact|#|having to understand the manual !
9.0|#||#|Poor manual.
8.0|#|Size, features, image quality.|#|Steep learning curve to make sense and use of all the features.
9.0|#|overall quality|#|too many menus
8.0|#|Good results, especially when shooting in Raw.|#|Some controls a bit fiddly.
9.0|#|Excellent feature set, small and robust!|#|Going to take a while to get to master the controls.
10.0|#|Very small and light but still capable of taking all the Micro four thirds lenses and accessories and giving the same image quality of the much more expensive Olympus Pen cameras. Excellent Olympus build quality (as usual) Superb back up for a DSLR and great for those upgrading from compacts (Good Live Guide built in)|#|None
9.0|#|A big step up from my old camera, for the price, I really am pleased with this outfit. Still getting used to all the functions, can't wait to familiarise myself with and fully appreciate it's full potential.|#|Only 1 bad point.... for my wallet!!!! Keep spending/shopping for add-ons, (view finder, pancake lens, filters)    =0
8.0|#|Very compact and although the menu system does need a bit of learning but it does the job. The m43 format does give a large enough sensor for bokeh and good image quality but helps make the lenses a bit more compact than aps-c. Likeable little camera.|#|Screen is poor in bright sunlight. The lenses look a bit plasticky but I am sure will be robust enough in practice. Sparse on external controls but that is part of the design purpose for simplicity.
9.0|#|Assignable buttons makes the somewhat complicated menu system easier to negotiate.|#|The menu system is a little complicated for those more used to compact set ups.
9.0|#|Nice design|#|Optional accessories seem to be expensive
9.0|#|Very very good camera. Amazing quality. Amazing size and both the lenses work very well and have a really clear image.|#|Slightly slippery on the right hand when you are holding it.
9.0|#|Light, easy to use; great images; great value.|#|Menu could be hard for non-Olympus users to begin with.
9.0|#|A lot of features for your money. A wide range of accessories available from olympus.|#|The flash provided limits scope for use.
9.0|#|good for beginners that want something better than a bridge or digital camera. Twin lense set is great value!|#|No viewfinder (one is attachable though), controls take some getting used to.
9.0|#|Small and packaed with 2 zoom lenses giving 14 -150mm.  Very good value.  Easy to carry as a 'go anywhere' tool' lightweight and small for an 'undercoat' carry around.  Images good.  Fully automatic for that 'quick' shot if need be, full manual if not.  Flash included.|#|Menu system unusual compared with 'E-system' style.  Limited button control.
8.0|#||#|cost of additional lenses
9.0|#|Bought as a step up from my point and shoot. I have not had time to play about with the manual settings yet, but it takes great pictures out of the box on auto. Art filters and live guides are easy to use, and the camera feels solid in hand. Overall I am very happy with the purchase!|#|Holding the camera still with the zoom lens is tricky. There are a few after market grips available to resolve this.
6.0|#|nice looking camera|#|the zoom
9.0|#|Excellent picture quality. User friendly menu.|#|Lack of dial.
10.0|#|Iq is a lot better than bridge cameras|#|High ISo is still not as good as sale
9.0|#|Wellbuilt|#|Accessris too expensive.
8.0|#|Very easy to use, the auto settings are good and there are a good range of other settings which are very handy and easy to find quickly. More time needed to work out the finer points of flash photography.|#|None so far but the camera has not been fully put to the test yet.
8.0|#||#|Focus on short distance take time
10.0|#|Brilliant video. I had other people on my trip with camera envy. I believe they will be purchasing the exact same camera on their return to the UK for their next adventures. all round brilliant camera in and out of the water.|#|
4.0|#|Build quality is good and the heavy duty materials ensure your camera will stay 'Tough! A lot of picture editing options to choose from.|#|Picture post processing is shocking! Auto focus focuses on random spots and to get a sharp picture when taking panorama is impossible. It is sad to realise your mobile phone can take sharper pictures when compared.
10.0|#|Build quality|#|None
10.0|#|Easy to use and great picture and video quality|#|but can buy 3rd party batteries and charger really cheap
9.0|#|Light weight and waterproof|#|Nil
10.0|#|screen is the best point for me. due to neck and back problems. The separate button for video is a bonus. Picture quality is good, as is the response time when switching it on. Of course, the robustness is essential. I'm clumsy, and I get caught in the rain. Not that that is unusual. It's nice to know that the camera will dry out too.|#|My  Mju770SW (still in service) had a metal plate sliding across the lens when not in use. Sorry to see that discontinued in the subsequent Tough series in general.
10.0|#|we leave in lorry overnight  and this works well even when frosty nights this is the reason we bought it|#|
7.0|#|Relatively easy to use.|#|Strap doesn't adjust tightly to fit wrist. No separate charger for battery.
8.0|#|I like that the programs are more easily accessible than older versions without having to plunge through levels of the menu.|#|The camera was however advertised as having WiFi capability, but with a specific memory card, and not the one that was advertised as part of the package.
8.0|#|options fun. Was bought for beach use instead of risking sand/water damage to other cameras . Great camera for family days out.|#|The zoom is a bit limiting but I accept that as it is a compact camera. The dials are fiddly for large fingers and not easy underwater .
9.0|#|Very robust (so far)|#|Zoom is not the best
10.0|#|Love the wireless connection and its features.|#|Takes some time to work out all the features.
10.0|#|I like the fact that you can fit an adaptor to mount a 40.5 mm UV filter (and other lenses / filters) which acts as an extra protection for the lens, something you cant do on most compacts|#|Front lens adaptor accessory seems quite flimsy.
10.0|#|Easy to use even for a complete technophobe!|#|Doesn't come with a case.
10.0|#|Panorama stitching on the fly|#|Lack of silicone case that has to be bought separately/Lack of camera case that has to be bought separately.
8.0|#|The microscope setting is brilliant for getting very close up photos. I tried things like strawberries and one yellow pip filled the screen at max magnification. The ring light accessory is really needed to illuminate the object as the closeness of the camera blocks out the light|#|Easier to lose in the water. Invest in a good lanyard........and use it. I lost a  six month old TG-3 off my boat and had to bite the bullet and buy a TG-4. The Olympus floating lanyard is too bulky and expensive and you won't use it.
10.0|#|Fabulous image quality under water as well as on land!|#|
9.0|#|Waterproof and tough.|#|Overly complex for me may be ok for others.
9.0|#|open the box insert battery and use - very easy and lots of features to give you photographic pleasure|#|too early to say just yet but all seems very good
10.0|#|Solid build|#|
8.0|#|Rugged build quality, ideal for use in hostile environments|#|Would have preferred full manual exposure option.  Aperture priority mode only appears to let you choose between F2, F2.8 and F8.
8.0|#|Fantastic macro shots, lovely bright sharp images.|#|
9.0|#|Wireless remote flash control|#|No cover on the lens


9.0|#|To me, this is an almost perfect compromise between portability, features and quality. It is (just) pocketable, the focal range is very useful, the level of manual control excellent and the quality of the images produced very, very good indeed for such a small camera with a small sensor. I think a lot of this is down to the excellent lens Olympus have chosen. Has it totally replaced my Canon 7D SLR? No, but it gets pretty close for most uses and unlike the 7D it is now always with me when I need it.|#|There's no doubt that it is pricey, but this is no ordinary compact camera. There are also one or two features I wish were available (wider exposure bracketing, selectable levels of Art Filters) but these may be addressed by future firmware updates.
9.0|#|Great all round little camera. F2.8 at all focal lengths is fantastic.  Tilty screen great for high or low aspect photography. 7fps is good but does buffer for a long time when shooting in RAW + jpg.|#|Semms very prone to noise on initial photos I've taken.
9.0|#|Viewfinder is superb.|#|Menus can be confusing at first.
8.0|#|I spent a long time researching cameras before deciding on this one - the main reasons I chose it were its balance of image quality/zoom and overall package size. Factors that I also liked were that it has the functionality similar to a dslr whilst also allowing automatic everything. That it was about half the price of the other cameras I was considering and that a multiplier can be added to it aided my decision.|#|Such a large array of functions time must be spent learning them all!
10.0|#|great 28-300 lens with constant f2.8|#|No printed handbook
9.0|#|The constant f2.8 is the major factor in my buying this camera.|#|Nothing at the moment..let's hope that continues.
9.0|#|Great picture quality for its price.  Aperture at 2.8 is fantastic in low light situations|#|
9.0|#|easy to experiment with the many features or just point and shoot|#|seems impossible to find a case that fits properly
8.0|#|The Stylus 1 is an excellent bridge camera which is ideally suited to travel and street photography. Lots to keep the creative amatuer interested, intuitive controls, has the build quality one would expect from Olympus. The 28- 300 F2.8 lens makes this a good option if you are fed up carrying lots of kit, but don't want to compromise picture quality.|#|
9.0|#|Takes awesome photos|#|The screen would benefit from more protection against knocks to the corners, a pouch or case is essential.
10.0|#|At least for me. I would buy it again.|#|None found as yet, I have not tried the flash and it is very tiny and on the camera so might give issues.
9.0|#|Very customisable, good high iso pics fast focus|#|Super control panel is hidden by default, maybe to stop those new to advanced controls from making wrong settings.
9.0|#|For a beginner it's the best moving on from using a small digital. Great image quality, good instructions. I love it|#|There aren't any
10.0|#|A step up from my XZ-1 in every way.|#|Menu not v. easy to use in default but can be customized and is now great.
9.0|#|Fantastic image quality, fast auto focus,, compact, and an absolute pleasure to use.|#|Controls on the back of the camera a bit too small for large fingers
10.0|#|Small,  light,  art filters,  screen|#|Can't think of any
7.0|#|Fantastic quality pictures.  Camera feels solid and well built.  Lots of great features on the camera.  Small size.  Retro looks. Art filters are good fun.  Live guide makes adjustments simple for less experienced snappers.|#|Menu is very badly organised to start with and difficult to navigate.  The standard set up of the camera is poor planned and confusing. However with a bit of patience most settings can be re-arranged to fit the individual user.
10.0|#|Bought this camera as a light good quality camera to take when walking, full sized DSLR too heavy! Used it on a recent trip and the pictures as great and the camera was easy to carry around and use.|#|Haven't found one yet.
9.0|#|Image quality, styling, value for money.|#|
9.0|#|so eaasy to check image 'quality' before pressing the shutter.|#|bit of dificulty in getting the FULL live view set up - probably me being a bit slow witted
10.0|#|Premium build quality and it just has that certain something when held, so pleased i have another one back again.|#|Its not a weather sealed body - but i have the EM1 if i need that.
10.0|#|Feels good in the hand|#|None
9.0|#|Impressive for entry level model. I highly recommend it.|#|Lcd is hard to make out in direct sunlight
9.0|#|Once you have read a few pages from the manual, easy to use for the family and provide some great images. I bought a prime lens, which works equally well. For an amateur photographer wanting something better than compact, perfect,|#|None
9.0|#|Fully customisable settings.|#|No time-lapse feature
9.0|#|Really good picture quality, especially with the microscope mode, there are serious features for semi professionals but fun stuff for every body and its easy to use on land or water. It also looks great compared to some other rugged travel cameras. Cant wait to use it abroad and check out the accessories|#|Expensive although not compared to other cameras of this quality. Zoom function is not great for long distance. Alternate lenses are expensive, limited and difficult to find
10.0|#|It's a great improvement on the TG-2. Feels better to handle. It's has a fantastic macro setting.  With the underwater housing it makes a great camera for SCUBA diving.|#|Not found them yet
10.0|#|Used while scuba diving, photos were good quality, camera was easy to use.|#|Also noticed that the front lens screws have started showing signs of rust. The camera was constantly used in the sea over 10 day period.
9.0|#|Surprisingly good indoor photo quality|#|Lens ring a little too easy to remove
10.0|#|BUILD,IMAGE QUALITY,FAST FOCUS|#|NONE SO FAR
9.0|#|Size, quality and iq.|#|Price
10.0|#|Has all the buttons and switches which  we expect from a DSLR. I use a Canon 5D Mk 111  but was looking for something  lighter to carry when out on long days out  . This fills the bill|#|The  Hot Shoe  design is as bit to complicated with two  bits of plastic to remove  from the camera . Hopefully they don't get lost
10.0|#|cooollll:) I am happy thanks:):););:)10|#|
10.0|#|This is the best Olympus have on offer.|#|None



9.0|#|Easy to use|#|Should have printed manual
10.0|#|size speed and quality|#|you have to pay for quality
7.0|#|Insufficient time to gauge|#|A bit complicated
10.0|#|A fabulous professional quality camera that you don't need a pack horse for.|#|Haven't found any
10.0|#|It has many features, and you can also use it in the rain. Even the elder four/third lenses which are watertight work perfect with this camera.|#|This camera has so many features it is very difficult to remember at once. You will have to grow into the camera.....or is this a good point?
9.0|#|Feels very good in the hand,top notch build quality,image and low light performance very good for a small sensor and enough features to satisfy anyone.Is system very good also.|#|Build quality means weight and the 12-40 adds bulk and weight so not the most portable combo.
9.0|#|Retro styling.|#|None yet

10.0|#|Fantastic usability and picture quality!|#|Fairly expensive lenses.
10.0|#|Amazing photo quality, nice hand grips, colour vibrancy is brilliant, wifi feature excellent. Also looks so stylish and retro!|#|Would have preferred built in flash but I don't tend to use this anyway
9.0|#|It has many features but as each one is selected it tells you on the screen what it's for. It took about 30 mins to master the SZ14 and I've not yet opened the manual. Very impressed.|#|Charging the battery in the camera. Bit of a pain as you cant continue to use the camera and charge a second battery.
10.0|#|Even the 3D pics turned out ok|#|
9.0|#|Good image quality, Easy to handle, lightweight, Very good zoom optics|#|
8.0|#|Simple to use. Compact and lightweight. Ideal for use when hill walking or cycling.|#|None so far.
8.0|#|Excellent visual range from wide field to high zoom. Image quality looks pretty good so far, but have only taken a couple of experimental shots as mean to be a prezzie.|#|
8.0|#|Smooth tactile finish.|#|Feels quite light and perhaps easy to break with a drop - time will tell.
9.0|#||#|needs paper user guide
9.0|#|Easy to use|#|Not great for people with big hands
10.0|#|modern design - we wanted a very good quality pocket-ish camera and I have to say takes good quality pictures - it makes the best of its 10 mega pixel engine and uses them brilliantly (given our brief we had earlier purchased a Panasonic DMC-TZ20 with 14 mega pixel and was simply so bad that we took it back to get a refund).|#|the lens cap is annoying (whilst it adds to the big camera feel) it simply is not required.
9.0|#|- excellent value for money|#|- lens protection lid not very practical
8.0|#|Build quality is very good. Overall I would recommend the XZ1 to any photographer with high standards.|#|It would benefit from an AE and AF lock button for more creative control at times
8.0|#|Very good low light lens, don't need to go above 400 ASA. produces very brilliant colours . Impressive build quality, RAW option, comes with Olympus viewer 2, which can handle raw. Quick focusing, also in dark|#|Smearing above 200  ASA, but you can use RAW, then you can go to 800 ASA. You need to learn to work with the camera to gert teh best results
8.0|#|Stunning build quality when compared with the competition, in black it looks understated and expensive. The auto focus usually gets the right subject and it's not too hard to force it to pick up on the right detail. This this is more crucial than usual as the quality zoom and fast lens combine with the larger than average sensor to allow for some decent depth of field control from a compact camera. You don't have to try too hard to take great shots.|#|Whilst the lens cap gives the camera an aura of semi pro-ness (if you'll forgive the word), it's a bit fiddly in reality. The control dial is easily changed - this is a real niggle as you can leave the camera in aperture priority mode, chuck it in your jeans pocket then take it out without realising it set itself to shutter priority mode, etc.
9.0|#|On the manual settings you have full control of aperture, shutter speed and focal point and on the art filter settings you have control of focal point.  All of these settings allow you to shoot in macro and super macro.  There is a large range of preset programs, so if you just want to point and shoot this camera covers every adventurality.  The colour and the resulting images are awesome particularly for a compact camera.  There are six art filters which gives the user more creative experimentation.  Art filter 6 called dramatic is particulally impressive as it changes dull overcast cloud into stormy moody clouds.|#|Limited zoom (X4), Short battery life (two and a half hours of continus shooting)
9.0|#|Really good image quality for a compact, and a good solid feel in use (It's a metal body). Can be as easy to use as you want with good auto and programme settings, but can very quickly become a real 'photographer's camera' with easy access to a wide range of settings. Contrary to some reviews you do NOT need to go into the menus to change these. There is also a number of Art Filters, which apply stylised treatment to your shots. No one will like them all, but I suspect everyone will fancy a couple of styles.|#|Not much to moan about. Shutter lag could be better. Compact users will find the lens cap a pain, but DSLR users won't even notice! The body size makes it good to handle but it has proved difficult to get a case to fit well.
9.0|#|. I'm an enthuasist, I was considering a micro4/3 but when I compared the image quality and performance, i was convinced of getting this little amazing camera. In future it's reasonable to consider the wide variety of lens adapters. There are for example a 0,25 fisheye-magnifier and a 1.7x tele converter for a cheap price. So I don't think the 28mm will be an issue.|#|A little too simplified. Firmware not up to date. Video mode a little dissapointing.
